Accession,Gene
IPI00795982,ST20-MTHFS
IPI00795983,CCHCR1
IPI00795985,PRICKLE2
IPI00795986,SLC25A36
IPI00795988,CLVS1
IPI00795990,TJP1
IPI00795995,PRPH
IPI00796000,C15orf23
IPI00796003,CHDH
IPI00796004,MEGF11
IPI00796010,ZPLD1
IPI00796018,DMWD
IPI00796020,PAN2
IPI00796021,STK33
IPI00796023,ERVK-6
IPI00796026,VIPR1
IPI00796027,ZBTB38
IPI00796034,ATP11B
IPI00796037,PLA1A
IPI00796038,ARL6IP4
IPI00796039,SETD4
IPI00796040,DZIP1L
IPI00796042,BANF2
IPI00796045,ATP6V0A1
IPI00796046,MYC
IPI00796048,RPUSD3
IPI00796052,CACNA2D2
IPI00796054,ARNT2
IPI00796058,MFAP5
IPI00796059,DYRK1A
IPI00796062,COX17
IPI00796068,CACNA2D3
IPI00796070,CYP24A1
IPI00796072,MRPS25
IPI00796074,ZNF250
IPI00796081,MAP3K12
IPI00796082,ZFP64
IPI00796083,B9D1
IPI00796089,WHAMMP3
IPI00796092,PVT1
IPI00796097,KCTD20
IPI00796098,HLA-DQA1
IPI00796100,PHACTR3
IPI00796102,ARPC3
IPI00796104,FAM208A
IPI00796110,TIPARP
IPI00796112,HESX1
IPI00796113,PDIA5
IPI00796114,C6orf103
IPI00796116,ALDH3A1
IPI00796117,ZMYND11
IPI00796119,SNX31
IPI00796121,SREBF1
IPI00796123,SLC26A6
IPI00796130,FSCN2
IPI00796135,BAG6
IPI00796142,COX7A1
IPI00796144,SETD2
IPI00796145,NR1H3
IPI00796148,MCPH1
IPI00796150,NMD3
IPI00796154,MECOM
IPI00796169,ACCN2
IPI00796170,RENBP
IPI00796173,IL12A
IPI00796175,CEACAM21
IPI00796179,SERPINB7
IPI00796187,ITFG2
IPI00796188,TP53
IPI00796189,ICOSLG
IPI00796192,TMEM199
IPI00796196,BAP1
IPI00796204,CRELD2
IPI00796212,LMBR1
IPI00796213,PRPSAP2
IPI00796214,MED12L
IPI00796217,SIGLEC15
IPI00796219,KIF17
IPI00796220,MGAT4C
IPI00796224,GPR160
IPI00796230,ABTB1
IPI00796235,GPR176
IPI00796237,DUSP3
IPI00796238,TAOK3
IPI00796239,TNFRSF10B
IPI00796247,PNPLA7
IPI00796249,THBS1
IPI00796262,ACSL6
IPI00796263,SMUG1
IPI00796265,CLCN7
IPI00796273,DLC1
IPI00796276,DUX3
IPI00796281,PTPRG
IPI00796295,C3orf25
IPI00796299,ATF7IP
IPI00796304,GORASP1
IPI00796305,LOC100128253
IPI00796308,IKBKB
IPI00796309,ST8SIA1
IPI00796311,OLR1
IPI00796316,GSN
IPI00796320,C9orf171
IPI00796324,GABRG3
IPI00796328,C8orf47
IPI00796331,FBXW4
IPI00796333,ALDOA
IPI00796335,N4BP2L2
IPI00796337,PCBP2
IPI00796339,GSTCD
IPI00796345,ACOX2
IPI00796349,RAP1B
IPI00796363,WDR25
IPI00796365,RNF157
IPI00796366,MYL6
IPI00796367,MFNG
IPI00796368,IFT88
IPI00796371,CCDC41
IPI00796373,SNORD54;RPS20
IPI00796377,DYNC1LI1
IPI00796378,CERS3
IPI00796379,B2M
IPI00796382,ERVK-6
IPI00796386,NSRP1
IPI00796387,AURKA
IPI00796388,MSRA
IPI00796391,C3orf58
IPI00796392,RASAL1
IPI00796394,DDR1
IPI00796411,PGCP
IPI00796417,AEBP2
IPI00796427,FLCN
IPI00796431,PSMB9
IPI00796433,TM4SF1
IPI00796440,PXMP2
IPI00796447,C6orf127
IPI00796450,LYST
IPI00796452,PTPRD
IPI00796455,SHANK2
IPI00796457,PIGL
IPI00796458,TRIM39-RPP21;TRIM39
IPI00796462,RANP1;RAN
IPI00796463,DOPEY2
IPI00796478,SYNGR1
IPI00796479,ARPP21
IPI00796482,RAD54B
IPI00796489,HLA-B;HLA-C;HLA-A;MICA;LOC441528
IPI00796495,ACACA
IPI00796513,IKZF2
IPI00796514,SLC47A2
IPI00796515,MX1
IPI00796516,KPNA1
IPI00796527,TPD52
IPI00796528,PDE2A
IPI00796530,NDRG1
IPI00796531,CDRT1
IPI00796533,MPDU1
IPI00796542,MCF2L
IPI00796543,KIF7
IPI00796545,ARMC8
IPI00796548,VGLL4
IPI00796552,ACE
IPI00796559,ATP5G1
IPI00796565,WDR49
IPI00796568,ZBBX
IPI00796570,VKORC1
IPI00796573,ZNF461
IPI00796574,LMBR1L
IPI00796575,ZFP64
IPI00796577,USP13
IPI00796578,PDZRN3
IPI00796582,PARP6
IPI00796584,ACAD11
IPI00796589,ELMOD3
IPI00796595,SETD4
IPI00796601,IL5
IPI00796603,GLI4
IPI00796604,IRAK3
IPI00796607,SERPINB4
IPI00796611,TAP2
IPI00796623,C3orf22
IPI00796624,C8orf41
IPI00796632,ZNF195
IPI00796636,HBB
IPI00796645,TIPARP
IPI00796647,HIGD1C
IPI00796652,TNFRSF10C;LOC254896
IPI00796654,STK33
IPI00796655,POC1B
IPI00796660,TTLL6
IPI00796662,ZNF485
IPI00796669,CSRP2BP
IPI00796673,LRRC34
IPI00796676,MYCL1
IPI00796678,ABCC5
IPI00796680,CHFR
IPI00796683,TNFSF13;TNFSF12-TNFSF13;TNFSF12
IPI00796684,DYRK1A
IPI00796686,DLG2
IPI00796687,MFAP5
IPI00796688,RPH3A
IPI00796690,PRPSAP2
IPI00796691,SHISA5
IPI00796698,SMARCE1
IPI00796699,LXN
IPI00796701,ZRANB3
IPI00796705,LIMA1
IPI00796708,COL6A2
IPI00796716,WNK2
IPI00796721,CTDSP2
IPI00796726,GRM7
IPI00796727,YWHAQ
IPI00796731,ASGR2
IPI00796736,PDIA3
IPI00796739,CRABP1
IPI00796745,PPP1R14D
IPI00796747,SLC17A1
IPI00796748,UBR3
IPI00796755,MYO15A
IPI00796756,USP19
IPI00796758,CCDC93
IPI00796770,PIK3R2
IPI00796771,SLC26A6
IPI00796774,PPP2CB
IPI00796776,KRT5
IPI00796777,CRYAA
IPI00796780,GSG1
IPI00796798,ISM1
IPI00796800,MGLL
IPI00796801,SOX2-OT
IPI00796809,FAM86B1
IPI00796810,GAS7
IPI00796813,SERPINI1
IPI00796815,MLXIP
IPI00796818,ENTPD3
IPI00796819,C9orf25
IPI00796822,KRT34
IPI00796823,ALDH3A1
IPI00796826,DALRD3
IPI00796831,FAM189A2
IPI00796835,AQR
IPI00796836,DDI2
IPI00796837,ABCA10
IPI00796842,COL18A1
IPI00796859,SYNGAP1
IPI00796864,DPM1
IPI00796867,RBM5
IPI00796872,ITGB5
IPI00796873,ST7-OT4
IPI00796874,ZNF586
IPI00796875,FRMD4B
IPI00796878,ABCC12
IPI00796879,C15orf41
IPI00796880,PLSCR4
IPI00796887,ZNF169
IPI00796891,GOLGB1
IPI00796899,DLG1
IPI00796900,RAB34
IPI00796903,SCNN1A
IPI00796904,MESDC2
IPI00796911,RNF135
IPI00796915,CCDC159
IPI00796919,GLB1
IPI00796920,SNORD84;DDX39B
IPI00796923,BNC2
IPI00796928,ATF7IP
IPI00796945,PABPC1
IPI00796949,PNMT
IPI00796953,ANGPT1
IPI00796954,IKZF2
IPI00796956,ZFYVE26
IPI00796957,C19orf35
IPI00796960,GRM5
IPI00796961,LPIN1
IPI00796962,TRPV2
IPI00796968,XAF1
IPI00796970,VSTM1
IPI00796972,ETV5
IPI00796975,KIAA0226L
IPI00796977,SREBF1
IPI00796989,ZNF10
IPI00796990,CFI
IPI00796996,KIF9
IPI00796998,TSHZ2
IPI00797000,SLC6A13
IPI00797004,RUVBL1
IPI00797005,ING4
IPI00797013,NUDT16
IPI00797021,EIF2A
IPI00797025,PRNP
IPI00797026,SEPX1
IPI00797030,NCAPG2
IPI00797037,MCM4
IPI00797038,PCK2
IPI00797041,RAD54B
IPI00797045,PSMB9
IPI00797051,NFKBIZ
IPI00797054,EIF3D
IPI00797058,ZNF792
IPI00797067,SNRPA1
IPI00797070,LOC79999
IPI00797080,MARCH9
IPI00797082,NME1;NME2;NME1-NME2
IPI00797087,RNF17
IPI00797096,CHURC1
IPI00797101,ST8SIA1
IPI00797106,FAM90A13
IPI00797111,CD300A
IPI00797120,LPP
IPI00797121,HLA-B;HLA-C;HLA-A;MICA;LOC441528
IPI00797122,C14orf93
IPI00797126,NACA
IPI00797131,AKT2
IPI00797136,IKBIP
IPI00797143,RNASE11
IPI00797148,HNRNPA1
IPI00797149,STAT1
IPI00797150,ATG16L1
IPI00797153,CNOT7
IPI00797161,USP19
IPI00797162,MAP7
IPI00797165,CIB2
IPI00797170,RSPH1
IPI00797172,LAIR2
IPI00797173,CPB1
IPI00797176,TSPAN16
IPI00797177,SERPINB2
IPI00797179,PIK3CB
IPI00797180,GCFC1
IPI00797182,ANO10
IPI00797185,ERVK-6
IPI00797186,MON2
IPI00797187,LRP1
IPI00797188,RFTN1
IPI00797194,SAMD12
IPI00797197,CCDC66
IPI00797203,POLE
IPI00797206,CCT8
IPI00797218,MED12L
IPI00797222,ALG6
IPI00797223,PRSS57
IPI00797226,DHX40
IPI00797232,LRRIQ1
IPI00797233,CDRT15L2;CDRT15P2
IPI00797234,C3orf32
IPI00797239,ANKS1B
IPI00797244,C3orf15
IPI00797249,DCXR
IPI00797254,BAG6
IPI00797257,EHMT2
IPI00797261,NDUFA9
IPI00797267,ZNF195
IPI00797270,TPI1;TPI1P1
IPI00797271,AGPAT3
IPI00797274,CCL7
IPI00797279,UHRF1
IPI00797285,TNFSF13;TNFSF12-TNFSF13;TNFSF12
IPI00797290,NME6
IPI00797294,ALG10
IPI00797295,RAE1
IPI00797298,LACC1
IPI00797309,BCHE
IPI00797314,COPS3
IPI00797317,ZNF569
IPI00797318,CKMT1B;CKMT1A
IPI00797326,KRT15
IPI00797331,WIPF1
IPI00797338,STARD3
IPI00797341,LEPROTL1
IPI00797343,CCDC117
IPI00797345,INTS8
IPI00797353,MFSD1
IPI00797358,VPS13C
IPI00797359,HLA-B;HLA-C;HLA-A;MICA;LOC441528
IPI00797361,S100B
IPI00797368,KIAA1468
IPI00797369,ARL13B
IPI00797371,CDRT15
IPI00797373,DOCK8
IPI00797384,LARP4
IPI00797388,NAV2
IPI00797389,ERG
IPI00797395,BRF2
IPI00797396,PLSCR1
IPI00797397,ANKHD1-EIF4EBP3;ANKHD1
IPI00797399,PCOLCE2
IPI00797402,RAB34
IPI00797406,NMD3
IPI00797407,CATSPER2
IPI00797408,SLC12A6
IPI00797411,ZMAT4
IPI00797412,NTN1
IPI00797418,UBE2E1
IPI00797421,SDAD1
IPI00797426,WDR49
IPI00797435,NT5DC2
IPI00797449,CHMP7
IPI00797452,KRT4
IPI00797455,RUNX1
IPI00797457,SEPT5
IPI00797458,MUC4
IPI00797459,NCK1
IPI00797462,DDAH2
IPI00797463,AFMID
IPI00797467,EAF1
IPI00797468,WDR82
IPI00797469,MON2
IPI00797470,ABCC3
IPI00797479,IRF9
IPI00797490,TRAM1
IPI00797492,MTFMT
IPI00797500,BAHD1
IPI00797501,MLXIP
IPI00797502,ACOX2
IPI00797508,MSH5-C6orf26;MSH5
IPI00797514,SAMD3
IPI00797516,SREBF1
IPI00797517,UPRT
IPI00797525,TDRD12
IPI00797532,HLA-DPA1
IPI00797533,MRPL46
IPI00797536,RPRD1B
IPI00797537,NUDCD1
IPI00797539,NELL2
IPI00797540,TM4SF1
IPI00797545,NAP1L1
IPI00797546,APOO
IPI00797560,ARHGDIA
IPI00797562,ZNF382
IPI00797565,AGTR1
IPI00797566,MAP3K15
IPI00797568,WHAMM
IPI00797572,IQSEC1
IPI00797574,BOD1L
IPI00797583,ZNF493
IPI00797590,NOP2
IPI00797595,PUF60
IPI00797601,PNMT
IPI00797603,PRPSAP1
IPI00797606,CACNA1C
IPI00797607,PRODH
IPI00797609,SLC12A5
IPI00797610,MX1
IPI00797612,WDR6
IPI00797613,TPRA1
IPI00797616,BRAT1
IPI00797620,FAM186B
IPI00797623,DSCR4
IPI00797628,TIPARP
IPI00797640,ZNF646
IPI00797645,VKORC1
IPI00797651,NMNAT3
IPI00797657,MYBPC1
IPI00797660,ZNF295
IPI00797664,SLCO2A1
IPI00797665,ANKHD1-EIF4EBP3;ANKHD1
IPI00797673,XKR6
IPI00797674,ZNF616
IPI00797675,ALKBH6
IPI00797679,ITPA
IPI00797684,ESRP1
IPI00797693,LY6E
IPI00797697,POFUT2
IPI00797700,ZNF133
IPI00797703,RNF24
IPI00797704,KIAA1257
IPI00797717,TUBA4A
IPI00797721,NLE1
IPI00797722,AKT2
IPI00797726,C17orf76
IPI00797730,IKZF4
IPI00797732,PMEL
IPI00797733,PXMP2
IPI00797735,PTK2
IPI00797738,COX6B1
IPI00797739,LEPREL1
IPI00797747,SRPRB
IPI00797748,SLC6A4
IPI00797749,STX4
IPI00797763,CGN
IPI00797766,MPRIP
IPI00797769,GRM5
IPI00797771,KIAA0889
IPI00797772,CHDH
IPI00797785,EGR2
IPI00797786,LOC100288336
IPI00797788,MAGOHB
IPI00797789,WBP2
IPI00797794,IMPG2
IPI00797796,CDC27
IPI00797798,CPNE5
IPI00797799,STK33
IPI00797802,SLC25A11
IPI00797803,SERP1
IPI00797815,IGSF11
IPI00797818,IKZF3
IPI00797822,PHB2
IPI00797823,WDR46
IPI00797825,C12orf66
IPI00797829,TRIB1
IPI00797832,ACAD10
IPI00797834,PDK2
IPI00797837,CCHCR1
IPI00797838,RAB5A
IPI00797839,PRODH
IPI00797846,ZBBX
IPI00797850,MAP2K1
IPI00797857,CCL7
IPI00797858,B9D1
IPI00797864,TMED2
IPI00797868,VKORC1
IPI00797870,ADRA2A
IPI00797871,DBF4B
IPI00797872,FAM21A;FAM21B
IPI00797877,SLC18A1
IPI00797879,COBLL1
IPI00797887,FXR1
IPI00797912,AATK
IPI00797918,CRELD2
IPI00797920,SERPINB2
IPI00797924,ARHGDIA
IPI00797926,ZNF167
IPI00797928,PNLDC1
IPI00797929,BRD2
IPI00797934,TJP2
IPI00797937,PWP2
IPI00797941,ARF3
IPI00797945,UHRF1
IPI00797957,SYNGAP1
IPI00797961,RNFT2
IPI00797963,LOC100507271
IPI00797969,GNB2
IPI00797970,COPS3
IPI00797980,CATSPER2
IPI00797988,ATP2C1
IPI00797992,ITGB7
IPI00797997,MTHFS
IPI00797998,KIAA1370
IPI00798000,CDC14B
IPI00798006,ITIH4
IPI00798009,GPR160
IPI00798010,UAP1L1
IPI00798011,SUMO3
IPI00798013,PUS7L
IPI00798015,GTF2H4
IPI00798023,NR2C1
IPI00798025,C21orf33
IPI00798027,PDZRN3
IPI00798028,GNPTAB
IPI00798030,DLG1
IPI00798033,RAD50
IPI00798034,KRI1
IPI00798035,MYBPC3
IPI00798036,TRIM26
IPI00798037,SNORD19B;GNL3
IPI00798041,PPP2R2A
IPI00798044,TTC21A
IPI00798046,IFT43
IPI00798049,MON1A
IPI00798060,ANKHD1-EIF4EBP3;ANKHD1
IPI00798062,RGS22
IPI00798065,F7
IPI00798066,SLC41A3
IPI00798068,GARNL3
IPI00798070,SLC37A1
IPI00798071,NAP1L4
IPI00798074,MYD88
IPI00798078,SPG11
IPI00798081,MGST1
IPI00798083,TOP3A
IPI00798089,RAB2A
IPI00798092,BAG4
IPI00798101,IKBKB
IPI00798104,FAM160A2
IPI00798105,YSK4
IPI00798109,RPL29;RPL29P4
IPI00798113,PGR
IPI00798115,MCF2L
IPI00798116,PPP2R1A
IPI00798120,SSPN
IPI00798122,FNDC3B
IPI00798134,CD69
IPI00798136,LGR4
IPI00798137,ARMC8
IPI00798138,UTP23
IPI00798142,SPIN4
IPI00798145,ELAC2
IPI00798148,SLC25A36
IPI00798150,MTERFD1
IPI00798151,TTC19
IPI00798152,CELSR3
IPI00798153,DCT
IPI00798154,DRD3
IPI00798155,RPS27A
IPI00798156,ZNF229
IPI00798162,HLA-DPA1
IPI00798164,KRTAP29-1
IPI00798166,CASP3
IPI00798181,MFNG
IPI00798192,AKT2
IPI00798193,SNX24
IPI00798202,SDHAP1
IPI00798207,MCM3AP
IPI00798210,MSLN
IPI00798211,TBCB
IPI00798213,DDIT3
IPI00798215,UNC119
IPI00798220,RNF135
IPI00798221,GOLGA8IP;GOLGA8H
IPI00798222,MSH5-C6orf26;MSH5
IPI00798224,CYYR1
IPI00798226,C8orf75
IPI00798227,STX4
IPI00798233,ASZ1
IPI00798235,CACNA1C
IPI00798242,KRBA2
IPI00798248,STX16-NPEPL1;STX16
IPI00798249,PRPSAP2
IPI00798251,SMUG1
IPI00798252,ANO6
IPI00798259,C3orf23
IPI00798263,TM4SF1
IPI00798267,CA1
IPI00798272,BCAT1
IPI00798275,RHCG
IPI00798277,GBP3
IPI00798278,CDV3
IPI00798285,MDM2
IPI00798293,C18orf45
IPI00798302,EIF4B
IPI00798304,DLG4
IPI00798307,PRODH
IPI00798319,GGT7
IPI00798332,CTCFL
IPI00798336,ANAPC5
IPI00798339,EP400
IPI00798352,HLA-B;HLA-C;HLA-A;MICA;LOC441528
IPI00798354,KIF9
IPI00798373,BBS4
IPI00798374,ANKHD1-EIF4EBP3;ANKHD1
IPI00798375,DDX5
IPI00798376,OSGIN2
IPI00798378,ARHGAP9
IPI00798384,RNF111
IPI00798388,PCNP
IPI00798389,MX1
IPI00798392,RAB37
IPI00798394,NCK1
IPI00798395,C3orf25
IPI00798399,BRAT1
IPI00798400,EIF4G1
IPI00798404,IRAK4
IPI00798409,NINJ2
IPI00798416,SYNRG
IPI00798422,BACH1
IPI00798431,TTC23L
IPI00807330,SOCS7
IPI00807332,CCDC155
IPI00807333,RPL36AP33
IPI00807338,NEK10
IPI00807339,COBLL1
IPI00807340,UBE4A
IPI00807343,DMXL1
IPI00807345,NSUN5P1
IPI00807346,TRBV24-1
IPI00807349,NSUN5P2
IPI00807359,NEK10
IPI00807362,TRBV11-2
IPI00807368,NANOG
IPI00807371,FASTKD1
IPI00807372,SLC15A3
IPI00807373,LOC284023
IPI00807377,LOC642587
IPI00807378,NRG3
IPI00807379,DAPK3
IPI00807380,CCDC163P
IPI00807384,CPSF3
IPI00807385,TRBV7-7
IPI00807386,ZNF74
IPI00807388,SLC16A10
IPI00807389,SORBS1
IPI00807391,SARDH
IPI00807394,KIF13A
IPI00807397,LYPD1
IPI00807398,EIF2AK2
IPI00807400,SMC1B
IPI00807402,RBPJ
IPI00807403,ALCAM
IPI00807404,SPOCD1
IPI00807405,ASPN
IPI00807407,FNBP1
IPI00807411,NSUN5P1
IPI00807412,NT5C3
IPI00807414,SRP19
IPI00807415,TRBV7-8
IPI00807416,TRBV11-1
IPI00807417,LOC644662
IPI00807418,HELLS
IPI00807419,CCDC24
IPI00807421,TRBV28
IPI00807424,FOLR3
IPI00807427,TRBV12-5
IPI00807434,DOCK7
IPI00807437,LMBRD1
IPI00807440,PALMD
IPI00807444,RFX8
IPI00807445,C9orf96
IPI00807449,TRBV7-3
IPI00807451,CCNO
IPI00807454,NPIPL3
IPI00807455,HELLS
IPI00807456,ATG2A
IPI00807458,TRBV11-3
IPI00807460,TRIP10
IPI00807463,NFKB2
IPI00807464,PALMD
IPI00807469,SLC5A11
IPI00807472,TRBV4-2
IPI00807474,TRBV6-4
IPI00807475,C2orf3
IPI00807478,TBRG1
IPI00807480,TRBV13
IPI00807489,NCKAP5
IPI00807491,GTF3C1
IPI00807498,CCDC6
IPI00807499,NPIPL3
IPI00807501,KIAA0182
IPI00807502,TRBV6-2
IPI00807503,TRBV6-1
IPI00807505,LOC339290
IPI00807508,TRBV10-3
IPI00807510,SLC16A14
IPI00807514,FOXK1
IPI00807522,ACTB
IPI00807524,BZW2
IPI00807526,MMS22L
IPI00807535,NPIPL3
IPI00807537,C17orf89
IPI00807540,NCKAP5
IPI00807545,HNRNPK
IPI00807546,ZNF282
IPI00807547,FAM30A
IPI00807549,LOC729305
IPI00807550,TRBV5-5
IPI00807553,HELLS
IPI00807555,TRBV14
IPI00807557,PA2G4
IPI00807564,ZFR
IPI00807565,NPIPL3
IPI00807566,DLX6-AS1
IPI00807567,RG9MTD3
IPI00807569,KIAA0415
IPI00807573,PIK3R1
IPI00807574,HELLS
IPI00807575,TRBV2
IPI00807576,RG9MTD3
IPI00807577,PGPEP1
IPI00807578,TRBV7-4
IPI00807579,TNFAIP8
IPI00807580,SGK110
IPI00807581,TRBV15
IPI00807584,KIAA0125
IPI00807587,BCAS1
IPI00807589,COBL
IPI00807596,FAM65A
IPI00807597,HELLS
IPI00807600,ESR1
IPI00807601,ZNF394
IPI00807602,ULK4
IPI00807604,LOC100125556
IPI00807606,MRPL30
IPI00807607,IL13
IPI00807608,HCG27
IPI00807609,CLEC11A
IPI00807610,FAM102A
IPI00807611,CALD1
IPI00807621,COBL
IPI00807622,C14orf105
IPI00807623,LCE6A
IPI00807625,FNBP1
IPI00807626,C6orf130
IPI00807627,TRBV4-1
IPI00807628,MIOX
IPI00807633,COBLL1
IPI00807634,WNT5A
IPI00807637,TRMU
IPI00807644,NSUN5P2
IPI00807645,COBL
IPI00807647,TRBV10-2
IPI00807649,C7orf71
IPI00807650,HELQ
IPI00807651,SNX21
IPI00807656,ZSCAN29
IPI00807661,TNNT1
IPI00807664,MRPL48
IPI00807665,NSUN5P2
IPI00807667,HELLS
IPI00807669,LOC283788
IPI00807670,TRBV9
IPI00807675,ZNF440
IPI00807677,LYPD1
IPI00807678,VGF
IPI00807680,WDR78
IPI00807681,OSMR
IPI00807684,NSUN5
IPI00807687,RAD9B
IPI00807688,SLC22A12
IPI00807689,CCDC79
IPI00807691,HSD17B7
IPI00807694,C10orf71
IPI00807695,ZNF780A
IPI00807698,HELLS
IPI00807699,ZNF677
IPI00807700,LOC388948
IPI00807701,TRBV10-1
IPI00807702,TNIP1
IPI00807704,TAF1B
IPI00807705,TCTN1
IPI00807707,TRBV18
IPI00807714,KIAA0182
IPI00807720,FSHR
IPI00807722,CCDC81
IPI00807724,TRBV6-6
IPI00807726,HELLS
IPI00807728,COBLL1
IPI00807730,WDR44
IPI00807732,TRBV27
IPI00815633,DOCK7
IPI00815634,C10orf26
IPI00815635,MAST2
IPI00815637,GPR64
IPI00815640,ZNF226
IPI00815642,TMSB4X
IPI00815646,RPS8;SNORD55
IPI00815647,IL23R
IPI00815649,NF1;LOC731788
IPI00815656,PTMS
IPI00815657,PRNP
IPI00815658,PAX5
IPI00815659,CDRT1
IPI00815660,GPR98
IPI00815665,PRSS1;PRSS2
IPI00815667,MIR1248;SNORA4;SNORD2;EIF4A2;SNORA81;SNORA63
IPI00815672,KIF1A
IPI00815674,LPHN1
IPI00815678,HLA-DPB1
IPI00815679,F10
IPI00815680,CPEB2
IPI00815681,SKIV2L2
IPI00815683,WASH3P
IPI00815684,EPGN
IPI00815685,HES1
IPI00815688,GCDH
IPI00815689,PLA2G4A
IPI00815694,PRPH2
IPI00815697,NAV2
IPI00815699,TAF7
IPI00815700,LDLR
IPI00815704,DLEC1
IPI00815706,GYPB
IPI00815707,ANKHD1-EIF4EBP3;ANKHD1
IPI00815713,TCOF1
IPI00815717,ATP5I
IPI00815722,LTA
IPI00815726,HMGB4
IPI00815727,LOC642131
IPI00815728,NPIPL2
IPI00815730,SH3RF2
IPI00815731,TCOF1
IPI00815732,PAICS
IPI00815735,NDUFB4
IPI00815736,INSC
IPI00815737,LIMS2
IPI00815744,ZFYVE20
IPI00815751,LPHN2
IPI00815755,HIST1H2BG;HIST1H2BI;HIST1H2BE;HIST1H2BC;HIST1H2BF
IPI00815756,SCARB1
IPI00815757,BTK
IPI00815758,SCAMP5
IPI00815763,SRSF11
IPI00815765,NAV2
IPI00815767,TWF1
IPI00815770,SNX3
IPI00815773,NCF2
IPI00815775,NR1I3
IPI00815776,NRXN3
IPI00815782,RNF187
IPI00815784,PPP2CA
IPI00815785,NR1I3
IPI00815786,HK1
IPI00815791,GRM6
IPI00815793,HK3
IPI00815797,KIAA1683
IPI00815807,ADCK2
IPI00815808,FBLN7
IPI00815809,GLT25D2
IPI00815811,ZNF235
IPI00815813,CAV1
IPI00815815,ZCCHC6
IPI00815818,WIBG
IPI00815820,CD72
IPI00815821,GALT
IPI00815822,C10orf26
IPI00815825,VPS13B
IPI00815827,TMEM134
IPI00815830,BNC2
IPI00815832,CNTLN
IPI00815834,NMT2
IPI00815836,ERBB3
IPI00815837,EMP1
IPI00815840,TTC39A
IPI00815841,NR1I3
IPI00815843,RPL14
IPI00815844,EXOSC10
IPI00815846,CHKB
IPI00815849,GRPR
IPI00815851,LRRIQ1
IPI00815852,MPO
IPI00815856,NAV2
IPI00815859,ERBB3
IPI00815861,NBEAL2
IPI00815862,CYP3A5
IPI00815864,PAFAH1B2
IPI00815865,PFKFB3
IPI00815867,HIST1H1B
IPI00815868,IER3IP1
IPI00815871,F12
IPI00815875,DUOXA1
IPI00815876,ZKSCAN1
IPI00815879,COX18
IPI00815880,LTA
IPI00815886,DOCK7
IPI00815893,CHD2
IPI00815895,C10orf125
IPI00815899,CPEB2
IPI00815900,CRYZL1
IPI00815901,TMEM134
IPI00815902,NAA16
IPI00815903,PPARA
IPI00815906,NR1I3
IPI00815908,ZNF148
IPI00815909,TRPM3
IPI00815911,USP6
IPI00815913,CD1E
IPI00815915,NR1I2
IPI00815918,TTLL5
IPI00815925,NFIA
IPI00815931,GRIK2
IPI00815932,NUP50
IPI00815934,CCND1
IPI00815936,INSL3
IPI00815937,GPR137
IPI00815938,IGLV3-21
IPI00815939,INO80E
IPI00815941,F5
IPI00815944,TCOF1
IPI00815947,HBB
IPI00815950,ACSS1
IPI00815952,IQCK
IPI00815953,F12
IPI00815957,COX18
IPI00815958,NUDT22
IPI00815960,ABCC2
IPI00815965,F12
IPI00815966,ABCG4
IPI00815967,SYNE2
IPI00815971,FLT1
IPI00815976,TMEM120B
IPI00815981,FPGS
IPI00815985,C17orf76-AS1
IPI00815987,CLEC7A
IPI00815995,MKLN1
IPI00815996,ERBB3
IPI00815998,CFTR
IPI00815999,DNTT
IPI00816003,RABGEF1
IPI00816004,GLIS3
IPI00816007,LOC100506596
IPI00816009,CA10
IPI00816010,ZNF772
IPI00816011,PAX8
IPI00816012,ALB
IPI00816013,TMEM87A
IPI00816014,IGFBP5
IPI00816016,BIN3
IPI00816018,NFE2L3
IPI00816020,NAV2
IPI00816025,PTGS2
IPI00816030,MTF1
IPI00816033,KIR2DL2
IPI00816035,PPP1R9B
IPI00816036,F12
IPI00816037,MEF2BNB
IPI00816038,IFI30
IPI00816039,PXMP2
IPI00816040,NR1D2
IPI00816041,ZNF568
IPI00816043,CYP2E1
IPI00816048,IL23R
IPI00816049,LINC00163;MCF2L-AS1;PDGFA
IPI00816053,UROS
IPI00816055,COX18
IPI00816058,IMPDH1P11
IPI00816059,AKT2
IPI00816060,HBE1
IPI00816061,TRBV6-1
IPI00816063,RPL12
IPI00816068,PKP4
IPI00816069,ERBB3
IPI00816070,ATM
IPI00816072,HIC1
IPI00816081,ABO
IPI00816083,BTK
IPI00816086,MYBPC3
IPI00816087,IGFBP5
IPI00816088,TBCD
IPI00816089,TXLNA
IPI00816092,STARD3NL
IPI00816094,NF2
IPI00816095,IGLV7-43
IPI00816096,WDHD1
IPI00816097,RPL28
IPI00816099,NAV2
IPI00816105,KBTBD4
IPI00816106,DOCK7
IPI00816109,MRAS
IPI00816112,NR1I3
IPI00816113,ABO
IPI00816114,PRRC2B
IPI00816116,MAK16
IPI00816121,URGCP
IPI00816123,PAM
IPI00816126,ART4
IPI00816128,MUC5B
IPI00816132,TIMELESS
IPI00816135,NKTR
IPI00816138,KLF5
IPI00816143,DMD
IPI00816146,PDCD1
IPI00816151,C10orf118
IPI00816154,IL23R
IPI00816155,C1QL3
IPI00816159,BCL6
IPI00816160,PLEKHM1
IPI00816161,POMC
IPI00816163,HFE
IPI00816164,ATP6V0B
IPI00816169,LY6D
IPI00816171,PRKD2
